comment,intent,primary_driver,value_orientation,affect
अब हाम्रो शिक्षा प्रणाली सिपमूलक<br> बनाउनुपर्छ,Neutral/Observation,Systemic/Political Anger,Individualist-Self,Pragmatic
Nepal will rise again 🇳🇵,Neutral/Observation,Patriotism/Love,Individualist-Self,Pragmatic
This video must be shared in every schools & colleges in Nepal.,Needs Human Review,Patriotism/Love,Individualist-Self,Pragmatic
Kati ramro thinks thankyou ids❤❤❤,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
आशा राखौँ केहि त गर्न सकिन्छ<br>गर्नु पनि पर्छ!!🇳🇵,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
मलाइ विदेश काे भूत न चड्नुको कारण यही आशावादी सोच हो । थाहा छैन ठीक हो कि गलत ❤,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
आखा भरी आँसु तील्मीलायो सारै मन मा लाग्ने भिडियो ।।।,Neutral/Observation,Needs Human Review,Individualist-Self,Despairing/Sad
You are doing great bro. As a civil engineering student this means a lot to me. keep up the good work.,Neutral/Observation,Needs Human Review,Needs Human Review,Pragmatic
Whaa Mero dai ❤❤Kya soch Jay Nepal ❤❤❤🎉🎉same mindset,Neutral/Observation,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
सुन्दा एकदमै मजा आयो 🙏 नेपालको यथार्थ 😢,Neutral/Observation,Needs Human Review,Individualist-Self,Despairing/Sad
Thankyou so much sir for informative and motivative video.❤ 🇳🇵,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
Very powerful words all the best for youth of nepal🇳🇵 ❤🇮🇳,Neutral/Observation,Patriotism/Love,Individualist-Self,Pragmatic
"Some heros does not wear cape and you guys are one of them. Thanking your team for this positive effort. As a concerned citizen of Nepal, I request your team to create a video addressing the issue of online toxicity among youth. This behavior, prevalent in social media and online gaming, reflects negatively on our society's youth mentality. I urge you to raise awareness about this issue and its detrimental effects on our future. Thank you for considering this request.",Neutral/Observation,Family Obligation,Needs Human Review,Hopeful/Motivated
नेपाल बाट नेपाली जनता लखेट्ने नालायक नेताकार्यकर्ता हरु प्रती हार्दिक श्रद्धाञ्जली,Neutral/Observation,Systemic/Political Anger,Individualist-Self,Pragmatic
"BALEN, HARKA, GOPAL HAMAl <br>  जस्ता नेताहरु को अझै धेरै खाचो छ 🇳🇵💕",Neutral/Observation,Systemic/Political Anger,Individualist-Self,Pragmatic
धन्यवाद बाबू अति राम्रो सन्देश 🌺❤️🌹,Neutral/Observation,Needs Human Review,Individualist-Self,Hopeful/Motivated
देश त छोडियो तर छोरा छोरीलाई नेपालमै बस्ने वातावरण होस नेपाल सरकार 🙏,Needs Human Review,Family Obligation,Collectivist-Family,Pragmatic
Watching from nepal nice informative video,Neutral/Observation,Patriotism/Love,Individualist-Self,Pragmatic
"Desh Ko Maya Cha🇳🇵. Tara. VRASTCHARI Haru Lai , Maya Garera Hudaina.. 🔥",Neutral/Observation,Patriotism/Love,Collectivist-Nation,Needs Human Review
20:03 was so wholesome. It feels so nice!!,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
"Truly, what a master piece. As, a recent plus 2 graduate I am really impressed by this video one of the most worthy video changed my vision",Needs Human Review,Needs Human Review,Individualist-Self,Hopeful/Motivated
"I love this video mentally, emotionally",Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
tons of respect to your entire team,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
Last ma ta goosebumps aayo hau❤,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
Salute To Your work big bro ❤️,Neutral/Observation,Needs Human Review,Individualist-Self,Hopeful/Motivated
"Nice, content and analysis. God bless Nepal. May we see our nation prosper with full of opportunities, developments and happiness soon in upcoming days..",Neutral/Observation,Patriotism/Love,Collectivist-Nation,Pragmatic
Lastai babal video guysss!! Thorai video aayos tara atti babal matra aayos!!,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
❤ Bidesh ma basera Yo video herdai Garda jhan badhi emotional ra Ashabadi vaye. can’t wait to return to my Land someday …🇳🇵,Pro-Migration,Patriotism/Love,Collectivist-Nation,Pragmatic
"नमस्ते सर धन्यवाद 🎉 हृदय बाटै आभार, ज्ञानवर्धक अनि आशातित विषयवस्तुका लागि।",Neutral/Observation,Needs Human Review,Individualist-Self,Hopeful/Motivated
This channel should be millions subscribers ❤️,Neutral/Observation,Economic Necessity,Individualist-Self,Hopeful/Motivated
We're really proud to have you. Thank you for everything. Lots of love.<br>#ILoveMyNepal.,Neutral/Observation,Patriotism/Love,Individualist-Self,Pragmatic
Maya x daju <br>keep us teaching and informing 🥰🥰,Needs Human Review,Patriotism/Love,Individualist-Self,Pragmatic
"न छाड्ने आउटै कारण छ ""माया"" ❤🎉",Neutral/Observation,Patriotism/Love,Individualist-Self,Pragmatic
You just expressed my feelings ❤,Needs Human Review,Needs Human Review,Individualist-Self,Pragmatic
Hjr ko positive massage ko lagi thanks ❤❤❤,Neutral/Observation,Needs Human Review,Individualist-Self,Hopeful/Motivated
My love for my country=Then now and forever.❤jai nepal,Neutral/Observation,Patriotism/Love,Collectivist-Nation,Pragmatic
"Your content is fire, keep inspiring the young minds!",Neutral/Observation,Needs Human Review,Needs Human Review,Hopeful/Motivated
This video should be watched by everyone who is planning to go abroad or is already there yuwa nai desh ko future ho hami nai narahe desh ka rahanxa.,Needs Human Review,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
This video really provided the conclusion to me. Thank you IDS bro 🙂<br>We Will rock in NEPAL🇳🇵💕💕,Needs Human Review,Patriotism/Love,Individualist-Self,Pragmatic
I hope youtube’s algorithm takes this to all the nepali youths . Jati dherai uti uccha,Neutral/Observation,Patriotism/Love,Individualist-Self,Hopeful/Motivated
Much needed video !,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
"So much positivity, which I needed and I believe that the country will change for good and I will be the one of the citizen among them , who stays in Nepal and the changes 😊",Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
"Really impressed bro yaar, sth with real facts and numbers will make things more realistic and tesko bare ma gambhir bhayera sochincha. I really want to get back home in my village and start a new NEPALI  life yaar 🙏🙏",Neutral/Observation,Patriotism/Love,Individualist-Self,Pragmatic
Garo xa hou Nepal ma hami jastai lai😢😢 hope your words become reality ❤❤❤❤,Anti-Migration,Patriotism/Love,Individualist-Self,Despairing/Sad
It's a great presentation of your it's all time great presentation it's create hope and motivated our youth and all of us Thank you so much afno desh ma ni kei na kei ramro abashya garna sakinxa thank you so much for your team and you @indepthstory keep it up the good work 😊❤️🙏🙏,Needs Human Review,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
"What a video bro what a video🙏🙏 hats off to you the way express each and every topic🙏 just wow❤️ its been more than 2 years in kuwait i really miss my family, friends and environment of my country❤️❤️😭",Needs Human Review,Family Obligation,Collectivist-Nation,Despairing/Sad
One of the best vedio i ever watched ❤ full of goosebumps 🫡 . Keep it up 👍…. Keep going!!,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
What a great video!!❤❤,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
"Hearty Respect Sir 🙏👏<br><br>I am really proud to be this man aaba chii nepal ma pani country ko economy, education system and nepal ko resent time ko setuation ko knowledgeable ra youth li clear garawune khalko Youtuber and social media influencers ko udyha hudai xa 😊<br><br>Thank you so much for this extra ordinary explain  salute sir ❤",Anti-Migration,Needs Human Review,Collectivist-Nation,Hopeful/Motivated
One and only historic you tube channel based on nation,Neutral/Observation,Needs Human Review,Collectivist-Nation,Pragmatic
धेरै राम्रो भिडियो content  also you are creating your revenue. Very nice.,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Thank you brother yadi sabai creator haru le yasari nai yastai content banaidine ho vane sabai lai desh mai basna motivate garna sakinxa,Anti-Migration,Patriotism/Love,Collectivist-Nation,Pragmatic
Thankyou dai your video gave something special and cambiando.🙏🤝See you after 15yrs Dhanyabad🇳🇵.,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
Thank you for all this information In Depth story. Haami pheri ek hune chau🇳🇵🤝,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
Really brother... This video gave me a hope and dream of being myself❤❤,Neutral/Observation,Needs Human Review,Individualist-Self,Hopeful/Motivated
Comments have more stories. Thank you for making this kind of videos.,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
Interesting video!  Makes you think about the tough choices young people in Nepal face.,Neutral/Observation,Patriotism/Love,Individualist-Self,Pragmatic
"The way you are providing information is very very impressive , much appreciation to you",Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
Thank you for your optimistic information showing rays of hope towards our country’s future and motivating us .This video is really very emotional as I have never imagine leaving the country and my old parents.😢,Needs Human Review,Family Obligation,Collectivist-Nation,Hopeful/Motivated
Very nice content and wonderful thought brother you will do great in future 🙏🙏<br>Thank you so much brother and your entire team 🙏🙏❣️,Neutral/Observation,Needs Human Review,Individualist-Self,Hopeful/Motivated
Man i love your content the way you bring the fact truth you saw is good❤❤❤❤,Neutral/Observation,Needs Human Review,Needs Human Review,Pragmatic
